Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SPRINT 2,Chrome 131.0.0.0,,,01-01-2025 21:59:21,01-01-2025 22:04:10,4m - 49.356s,FAILED
,,,,,,,
Test Cases/Master Tagihan/Admin Sekolah/Master Tagihan Pembayaran Per Siswa/Filter Dan Search Tagihan Persiswa,Chrome 131.0.0.0,,,01-01-2025 21:59:21,01-01-2025 21:59:54,32.489s,FAILED
"openBrowser("""")",Chrome 131.0.0.0,,,01-01-2025 21:59:21,01-01-2025 21:59:23,1.944s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"")",Chrome 131.0.0.0,,,01-01-2025 21:59:23,01-01-2025 21:59:24,0.343s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""))",Chrome 131.0.0.0,,,01-01-2025 21:59:24,01-01-2025 21:59:25,1.492s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"")",Chrome 131.0.0.0,,,01-01-2025 21:59:25,01-01-2025 21:59:26,0.662s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:59:26,01-01-2025 21:59:27,1.025s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""))",Chrome 131.0.0.0,,,01-01-2025 21:59:27,01-01-2025 21:59:27,0.310s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), ""Test1234"")",Chrome 131.0.0.0,,,01-01-2025 21:59:27,01-01-2025 21:59:28,0.577s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:59:28,01-01-2025 21:59:29,1.007s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Button Submit""))",Chrome 131.0.0.0,,,01-01-2025 21:59:29,01-01-2025 21:59:29,0.313s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:59:29,01-01-2025 21:59:30,1.010s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Menu Tagihan""))",Chrome 131.0.0.0,,,01-01-2025 21:59:30,01-01-2025 21:59:50,20.335s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:59:50,01-01-2025 21:59:51,1.011s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub-Menu Tagihan Persiswa""))",Chrome 131.0.0.0,,,01-01-2025 21:59:51,01-01-2025 21:59:54,2.195s,FAILED
,,,,,,,
Test Cases/Master Tagihan/Admin Sekolah/Master Tagihan Pembayaran Per Siswa/Sorting Table Tagihan Persiswa,Chrome 131.0.0.0,,,01-01-2025 21:59:54,01-01-2025 22:00:39,45.790s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,01-01-2025 21:59:54,01-01-2025 21:59:55,1.031s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"")",Chrome 131.0.0.0,,,01-01-2025 21:59:55,01-01-2025 22:00:15,19.869s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""))",Chrome 131.0.0.0,,,01-01-2025 22:00:15,01-01-2025 22:00:16,1.538s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"")",Chrome 131.0.0.0,,,01-01-2025 22:00:16,01-01-2025 22:00:17,0.626s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:17,01-01-2025 22:00:18,1.011s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""))",Chrome 131.0.0.0,,,01-01-2025 22:00:18,01-01-2025 22:00:18,0.316s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), ""Test1234"")",Chrome 131.0.0.0,,,01-01-2025 22:00:18,01-01-2025 22:00:19,0.570s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:19,01-01-2025 22:00:20,1.012s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Button Submit""))",Chrome 131.0.0.0,,,01-01-2025 22:00:20,01-01-2025 22:00:20,0.304s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:20,01-01-2025 22:00:21,1.010s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Menu Tagihan""))",Chrome 131.0.0.0,,,01-01-2025 22:00:21,01-01-2025 22:00:22,0.931s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:22,01-01-2025 22:00:23,1.012s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub-Menu Tagihan Persiswa""))",Chrome 131.0.0.0,,,01-01-2025 22:00:23,01-01-2025 22:00:23,0.318s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:23,01-01-2025 22:00:24,1.008s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Unit/Klik Dropdown""))",Chrome 131.0.0.0,,,01-01-2025 22:00:24,01-01-2025 22:00:25,0.290s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:25,01-01-2025 22:00:26,1.015s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Unit/Pilih Value Unit""))",Chrome 131.0.0.0,,,01-01-2025 22:00:26,01-01-2025 22:00:26,0.306s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:26,01-01-2025 22:00:27,1.014s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Klik Dropdown Kelas""))",Chrome 131.0.0.0,,,01-01-2025 22:00:27,01-01-2025 22:00:27,0.297s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:27,01-01-2025 22:00:28,1.010s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Klik Field Cari Kelas""))",Chrome 131.0.0.0,,,01-01-2025 22:00:28,01-01-2025 22:00:28,0.295s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 22:00:28,01-01-2025 22:00:29,1.007s,PASSED
