Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SPRINT 2,Chrome 131.0.0.0,,,02-01-2025 15:51:32,02-01-2025 16:22:18,30m - 45.023s,FAILED
,,,,,,,
Test Cases/Regresi Feature/Sprint 2/Regresi Informasi Sekolah,Chrome 131.0.0.0,,,02-01-2025 15:51:33,02-01-2025 15:56:21,4m - 48.676s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 15:51:33,02-01-2025 15:56:21,4m - 48.382s,PASSED
,,,,,,,
Test Cases/Regresi Feature/Sprint 2/Regresi Pembayaran Siswa,Chrome 131.0.0.0,,,02-01-2025 15:56:21,02-01-2025 15:58:51,2m - 29.397s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 15:56:21,02-01-2025 15:58:51,2m - 29.346s,PASSED
,,,,,,,
Test Cases/Regresi Feature/Sprint 2/Regresi Riwayat Pembayaran,Chrome 131.0.0.0,,,02-01-2025 15:58:51,02-01-2025 16:01:09,2m - 18.505s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 15:58:51,02-01-2025 16:01:09,2m - 18.441s,PASSED
,,,,,,,
Test Cases/Regresi Feature/Sprint 3/Regresi Sumbangan,Chrome 131.0.0.0,,,02-01-2025 16:01:09,02-01-2025 16:02:33,1m - 23.686s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 16:01:09,02-01-2025 16:02:33,1m - 23.641s,PASSED
,,,,,,,
Test Cases/Regresi Feature/Sprint 2/Regresi Tagihan,Chrome 131.0.0.0,,,02-01-2025 16:02:33,02-01-2025 16:08:46,6m - 13.363s,FAILED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 16:02:33,02-01-2025 16:08:46,6m - 13.322s,FAILED
,,,,,,,
Test Cases/Regresi Feature/Sprint 2/Regresi Tagihan Persiswa,Chrome 131.0.0.0,,,02-01-2025 16:08:46,02-01-2025 16:22:18,13m - 31.128s,FAILED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 131.0.0.0,,,02-01-2025 16:08:46,02-01-2025 16:22:18,13m - 31.086s,FAILED
