Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SPRINT 2,Chrome 131.0.0.0,,,01-01-2025 21:12:07,01-01-2025 21:16:26,4m - 18.783s,PASSED
,,,,,,,
Test Cases/Master Tagihan/Admin Sekolah/Master Tagihan Pembayaran Per Siswa/Filter Dan Search Tagihan Persiswa,Chrome 131.0.0.0,,,01-01-2025 21:12:07,01-01-2025 21:12:37,30.205s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,01-01-2025 21:12:07,01-01-2025 21:12:09,1.830s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"")",Chrome 131.0.0.0,,,01-01-2025 21:12:09,01-01-2025 21:12:09,0.318s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""))",Chrome 131.0.0.0,,,01-01-2025 21:12:09,01-01-2025 21:12:11,1.472s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"")",Chrome 131.0.0.0,,,01-01-2025 21:12:11,01-01-2025 21:12:12,0.611s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:12,01-01-2025 21:12:13,1.030s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""))",Chrome 131.0.0.0,,,01-01-2025 21:12:13,01-01-2025 21:12:13,0.284s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), ""Test1234"")",Chrome 131.0.0.0,,,01-01-2025 21:12:13,01-01-2025 21:12:13,0.543s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:13,01-01-2025 21:12:14,1.014s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Button Submit""))",Chrome 131.0.0.0,,,01-01-2025 21:12:14,01-01-2025 21:12:15,0.285s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:15,01-01-2025 21:12:16,1.018s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Menu Tagihan""))",Chrome 131.0.0.0,,,01-01-2025 21:12:16,01-01-2025 21:12:16,0.709s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:16,01-01-2025 21:12:17,1.015s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub-Menu Tagihan Persiswa""))",Chrome 131.0.0.0,,,01-01-2025 21:12:17,01-01-2025 21:12:18,0.292s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:18,01-01-2025 21:12:19,1.014s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Unit/Klik Dropdown""))",Chrome 131.0.0.0,,,01-01-2025 21:12:19,01-01-2025 21:12:19,0.288s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:19,01-01-2025 21:12:20,1.006s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Unit/Pilih Value Unit""))",Chrome 131.0.0.0,,,01-01-2025 21:12:20,01-01-2025 21:12:20,0.284s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:20,01-01-2025 21:12:21,1.012s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Klik Dropdown Kelas""))",Chrome 131.0.0.0,,,01-01-2025 21:12:21,01-01-2025 21:12:22,0.279s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:22,01-01-2025 21:12:23,1.016s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Klik Field Cari Kelas""))",Chrome 131.0.0.0,,,01-01-2025 21:12:23,01-01-2025 21:12:23,0.284s,PASSED
delay(1),Chrome 131.0.0.0,,,01-01-2025 21:12:23,01-01-2025 21:12:24,1.014s,PASSED
"setText(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Klik Field Cari Kelas""), ""XI IPA"")",Chrome 131.0.0.0,,,01-01-2025 21:12:24,01-01-2025 21:12:24,0.539s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Dropdown Kelas/Pilih Kelas""))",Chrome 131.0.0.0,,,01-01-2025 21:12:24,01-01-2025 21:12:25,0.287s,PASSED
"setText(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Field Nama/Klik Field Nama""), ""Candra"")",Chrome 131.0.0.0,,,01-01-2025 21:12:25,01-01-2025 21:12:25,0.541s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Field Nama/Klik Hasil Cari Siswa""))",Chrome 131.0.0.0,,,01-01-2025 21:12:25,01-01-2025 21:12:27,1.633s,PASSED
"click(findTestObject(""Master Tagihan/Admin Sekolah/Pembayaran Siswa/Homepage/Sub Menu Tagihan Persiswa/Tombol Terapkan/Klik Tombol Terapkan""))",Chrome 131.0.0.0,,,01-01-2025 21:12:27,01-01-2025 21:12:27,0.343s,PASSED
delay(1),Chrome 131.0.0.0,Filter By NIS,,01-01-2025 21:12:27,01-01-2025 21:12:28,1.014s,PASSED
