Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SPRINT 1,Chrome 131.0.0.0,,,09-12-2024 13:33:14,09-12-2024 13:37:43,4m - 28.623s,ERROR
,,,,,,,
Test Cases/Master Data/Admin Sekolah/Master Data Akun Bank/Tambah Akun Bank,Chrome 131.0.0.0,,,09-12-2024 13:33:14,09-12-2024 13:33:29,14.919s,PASSED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:15,09-12-2024 13:33:17,2.151s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:17,09-12-2024 13:33:17,0.358s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:17,09-12-2024 13:33:19,1.520s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:19,09-12-2024 13:33:19,0.614s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:19,09-12-2024 13:33:20,0.280s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), ""Test1234"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:20,09-12-2024 13:33:20,0.536s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Button Submit""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:20,09-12-2024 13:33:20,0.285s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Tagihan/Master Data Menu""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:20,09-12-2024 13:33:22,1.784s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Menu Akun Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:22,09-12-2024 13:33:23,0.923s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Button Tambah Akun Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:23,09-12-2024 13:33:24,0.659s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Dropdown Pilih Nama Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:24,09-12-2024 13:33:24,0.493s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Pilih Dropdown Nama Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:24,09-12-2024 13:33:25,0.510s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Set Text Nama Rekening""), ""Rafael Struick"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 13:33:25,09-12-2024 13:33:25,0.577s,PASSED
