Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SPRINT 1,Chrome 131.0.0.0,,,09-12-2024 16:19:42,09-12-2024 16:23:42,3m - 59.963s,PASSED
,,,,,,,
Test Cases/Master Data/Admin Sekolah/Master Data Akun Bank/Tambah Akun Bank,Chrome 131.0.0.0,,,09-12-2024 16:19:42,09-12-2024 16:19:57,15.075s,PASSED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:42,09-12-2024 16:19:44,2.065s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:44,09-12-2024 16:19:45,0.347s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:45,09-12-2024 16:19:46,1.504s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:46,09-12-2024 16:19:47,0.628s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:47,09-12-2024 16:19:47,0.299s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Input Password""), ""Test1234"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:47,09-12-2024 16:19:48,0.567s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Login/Button Submit""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:48,09-12-2024 16:19:48,0.294s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Tagihan/Master Data Menu""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:48,09-12-2024 16:19:50,2.071s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Menu Akun Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:50,09-12-2024 16:19:51,0.797s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Button Tambah Akun Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:51,09-12-2024 16:19:52,0.653s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Dropdown Pilih Nama Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:52,09-12-2024 16:19:52,0.505s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Pilih Dropdown Nama Bank""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:52,09-12-2024 16:19:53,0.506s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Set Text Nama Rekening""), ""Rafael Struick"", CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.603s,PASSED
"nomorRekeningList = [""123141"", ""14521"", ""56212"", ""5212""]",Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.001s,PASSED
isErrorPresent = true,Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.001s,PASSED
for (String nomorRekening : nomorRekeningList),Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.004s,PASSED
"fieldNomorRekening = findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Set Text Nomor Rekening"")",Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.004s,PASSED
clearTextUntilEmpty(fieldNomorRekening),Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.002s,PASSED
attempt = 0,Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:53,0.001s,PASSED
while (attempt < maxAttempts),Chrome 131.0.0.0,,,09-12-2024 16:19:53,09-12-2024 16:19:54,1.101s,PASSED
"setText(fieldNomorRekening, nomorRekening)",Chrome 131.0.0.0,,,09-12-2024 16:19:54,09-12-2024 16:19:55,0.566s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Dropdown Kepemilikan""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:55,09-12-2024 16:19:55,0.289s,PASSED
"click(findTestObject(""Master Data/Admin Sekolah/Akun Bank/Tambah Akun Bank/Pilih Dropdown Kepemilikan""), CONTINUE_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 16:19:55,09-12-2024 16:19:57,1.821s,PASSED
if (isErrorPresent),Chrome 131.0.0.0,,,09-12-2024 16:19:57,09-12-2024 16:19:57,0.000s,PASSED
else,Chrome 131.0.0.0,,,09-12-2024 16:19:57,09-12-2024 16:19:57,0.004s,PASSED
,,,,,,,
Test Cases/Master Data/Admin Sekolah/Master Data Akun Bank/Edit Akun Bank,Chrome 131.0.0.0,,,09-12-2024 16:19:57,09-12-2024 16:20:10,13.250s,PASSED
"openBrowser("""")",Chrome 131.0.0.0,,,09-12-2024 16:19:57,09-12-2024 16:19:58,1.064s,PASSED
"navigateToUrl(""https://school-payment.digiform.co.id/login"")",Chrome 131.0.0.0,,,09-12-2024 16:19:58,09-12-2024 16:19:59,0.335s,PASSED
"setText(findTestObject(""Master Data/Admin Sekolah/Login/Field Email""), ""admin.sekolah@gmail.com"")",Chrome 131.0.0.0,,,09-12-2024 16:19:59,09-12-2024 16:20:01,2.654s,PASSED
